ML,CHOL,CHIP,PDI,P_PDI
0,3.3520000000000003,0.0,0.234,0.06666666666666667
0,3.3520000000000003,0.0,0.235,0.03333333333333333
0,3.3520000000000003,0.0,0.243,0.03333333333333333
0,3.3520000000000003,0.0,0.246,0.03333333333333333
0,3.3520000000000003,0.0,0.271,0.03333333333333333
0,3.3520000000000003,0.0,0.273,0.03333333333333333
0,3.3520000000000003,0.0,0.276,0.03333333333333333
0,3.3520000000000003,0.0,0.278,0.03333333333333333
0,3.3520000000000003,0.0,0.284,0.03333333333333333
0,3.3520000000000003,0.0,0.285,0.03333333333333333
0,3.3520000000000003,0.0,0.286,0.03333333333333333
0,3.3520000000000003,0.0,0.288,0.03333333333333333
0,3.3520000000000003,0.0,0.291,0.03333333333333333
0,3.3520000000000003,0.0,0.295,0.06666666666666667
0,3.3520000000000003,0.0,0.312,0.03333333333333333
0,3.3520000000000003,0.0,0.316,0.03333333333333333
0,3.3520000000000003,0.0,0.317,0.03333333333333333
0,3.3520000000000003,0.0,0.326,0.03333333333333333
0,3.3520000000000003,0.0,0.327,0.03333333333333333
0,3.3520000000000003,0.0,0.334,0.03333333333333333
0,3.3520000000000003,0.0,0.335,0.03333333333333333
0,3.3520000000000003,0.0,0.354,0.03333333333333333
0,3.3520000000000003,0.0,0.361,0.03333333333333333
0,3.3520000000000003,0.0,0.38,0.03333333333333333
0,3.3520000000000003,0.0,0.387,0.03333333333333333
0,3.3520000000000003,0.0,0.39,0.03333333333333333
0,3.3520000000000003,0.0,0.392,0.03333333333333333
0,5.363200000000001,0.0,0.126,0.05555555555555555
0,5.363200000000001,0.0,0.145,0.05555555555555555
0,5.363200000000001,0.0,0.164,0.1111111111111111
0,5.363200000000001,0.0,0.18,0.05555555555555555
0,5.363200000000001,0.0,0.183,0.05555555555555555
0,5.363200000000001,0.0,0.188,0.05555555555555555
0,5.363200000000001,0.0,0.198,0.05555555555555555
0,5.363200000000001,0.0,0.202,0.05555555555555555
0,5.363200000000001,0.0,0.217,0.05555555555555555
0,5.363200000000001,0.0,0.219,0.05555555555555555
0,5.363200000000001,0.0,0.242,0.05555555555555555
0,5.363200000000001,0.0,0.258,0.05555555555555555
0,5.363200000000001,0.0,0.265,0.05555555555555555
0,5.363200000000001,0.0,0.268,0.05555555555555555
0,5.363200000000001,0.0,0.278,0.05555555555555555
0,5.363200000000001,0.0,0.292,0.05555555555555555
0,5.363200000000001,0.0,0.309,0.05555555555555555
0,6.704000000000001,0.0,0.13,0.14285714285714285
0,6.704000000000001,0.0,0.14,0.14285714285714285
0,6.704000000000001,0.0,0.171,0.14285714285714285
0,6.704000000000001,0.0,0.196,0.14285714285714285
0,6.704000000000001,0.0,0.219,0.14285714285714285
0,6.704000000000001,0.0,0.273,0.14285714285714285
0,6.704000000000001,0.0,0.282,0.14285714285714285
1,0.0,0.0,0.284,0.06666666666666667
1,0.0,0.0,0.521,0.06666666666666667
1,0.0,0.0,0.595,0.06666666666666667
1,0.0,0.0,0.681,0.06666666666666667
1,0.0,0.0,0.826,0.06666666666666667
1,0.0,0.0,0.842,0.06666666666666667
1,0.0,0.0,0.936,0.06666666666666667
1,0.0,0.0,0.973,0.06666666666666667
1,0.0,0.0,0.991,0.06666666666666667
1,0.0,0.0,0.994,0.06666666666666667
1,0.0,0.0,0.999,0.06666666666666667
1,0.0,0.0,1.0,0.26666666666666666
1,2.0,0.0,0.109,0.5
1,2.0,0.0,0.112,0.5
1,2.0269822124931967,0.0,0.149,0.1
1,2.0269822124931967,0.0,0.204,0.1
1,2.0269822124931967,0.0,0.236,0.1
1,2.0269822124931967,0.0,0.569,0.1
1,2.0269822124931967,0.0,0.595,0.1
1,2.0269822124931967,0.0,0.643,0.1
1,2.0269822124931967,0.0,0.832,0.1
1,2.0269822124931967,0.0,0.856,0.1
1,2.0269822124931967,0.0,1.0,0.2
1,3.05,0.0,0.152,0.3333333333333333
1,3.05,0.0,0.205,0.3333333333333333
1,3.05,0.0,0.239,0.3333333333333333
1,5.0,0.0,0.029,0.030303030303030304
1,5.0,0.0,0.034,0.030303030303030304
1,5.0,0.0,0.037,0.030303030303030304
1,5.0,0.0,0.042,0.06060606060606061
1,5.0,0.0,0.048,0.030303030303030304
1,5.0,0.0,0.051,0.030303030303030304
1,5.0,0.0,0.064,0.030303030303030304
1,5.0,0.0,0.065,0.030303030303030304
1,5.0,0.0,0.067,0.030303030303030304
1,5.0,0.0,0.07,0.030303030303030304
1,5.0,0.0,0.072,0.030303030303030304
1,5.0,0.0,0.074,0.030303030303030304
1,5.0,0.0,0.082,0.030303030303030304
1,5.0,0.0,0.086,0.030303030303030304
1,5.0,0.0,0.087,0.030303030303030304
1,5.0,0.0,0.091,0.030303030303030304
1,5.0,0.0,0.099,0.030303030303030304
1,5.0,0.0,0.1,0.030303030303030304
1,5.0,0.0,0.101,0.030303030303030304
1,5.0,0.0,0.114,0.030303030303030304
1,5.0,0.0,0.118,0.030303030303030304
1,5.0,0.0,0.119,0.030303030303030304
1,5.0,0.0,0.132,0.030303030303030304
1,5.0,0.0,0.141,0.030303030303030304
1,5.0,0.0,0.143,0.030303030303030304
1,5.0,0.0,0.16,0.030303030303030304
1,5.0,0.0,0.162,0.030303030303030304
1,5.0,0.0,0.179,0.030303030303030304
1,5.0,0.0,0.213,0.030303030303030304
1,5.0,0.0,0.269,0.030303030303030304
1,5.0,0.0,0.271,0.030303030303030304
1,5.0,0.0,0.558,0.030303030303030304
1,7.973017787506802,0.0,0.03,0.08333333333333333
1,7.973017787506802,0.0,0.04,0.08333333333333333
1,7.973017787506802,0.0,0.051,0.16666666666666666
1,7.973017787506802,0.0,0.052,0.08333333333333333
1,7.973017787506802,0.0,0.059,0.16666666666666666
1,7.973017787506802,0.0,0.061,0.08333333333333333
1,7.973017787506802,0.0,0.066,0.08333333333333333
1,7.973017787506802,0.0,0.071,0.08333333333333333
1,7.973017787506802,0.0,0.08,0.08333333333333333
1,7.973017787506802,0.0,0.083,0.08333333333333333
1,8.0,0.0,0.029,0.25
1,8.0,0.0,0.045,0.25
1,8.0,0.0,0.054,0.25
1,8.0,0.0,0.066,0.25
1,10.0,0.0,0.043,0.14285714285714285
1,10.0,0.0,0.063,0.14285714285714285
1,10.0,0.0,0.066,0.14285714285714285
1,10.0,0.0,0.067,0.14285714285714285
1,10.0,0.0,0.08,0.14285714285714285
1,10.0,0.0,0.089,0.14285714285714285
1,10.0,0.0,0.09,0.14285714285714285
1,10.121,0.0,0.027,0.023809523809523808
1,10.121,0.0,0.044,0.023809523809523808
1,10.121,0.0,0.046,0.023809523809523808
1,10.121,0.0,0.047,0.023809523809523808
1,10.121,0.0,0.05,0.047619047619047616
1,10.121,0.0,0.054,0.023809523809523808
1,10.121,0.0,0.055,0.023809523809523808
1,10.121,0.0,0.056,0.023809523809523808
1,10.121,0.0,0.058,0.023809523809523808
1,10.121,0.0,0.059,0.023809523809523808
1,10.121,0.0,0.061,0.023809523809523808
1,10.121,0.0,0.062,0.023809523809523808
1,10.121,0.0,0.064,0.023809523809523808
1,10.121,0.0,0.065,0.047619047619047616
1,10.121,0.0,0.07,0.023809523809523808
1,10.121,0.0,0.071,0.047619047619047616
1,10.121,0.0,0.08,0.023809523809523808
1,10.121,0.0,0.081,0.023809523809523808
1,10.121,0.0,0.082,0.023809523809523808
1,10.121,0.0,0.085,0.023809523809523808
1,10.121,0.0,0.087,0.023809523809523808
1,10.121,0.0,0.088,0.023809523809523808
1,10.121,0.0,0.091,0.023809523809523808
1,10.121,0.0,0.095,0.023809523809523808
1,10.121,0.0,0.103,0.023809523809523808
1,10.121,0.0,0.111,0.023809523809523808
1,10.121,0.0,0.119,0.023809523809523808
1,10.121,0.0,0.121,0.023809523809523808
1,10.121,0.0,0.132,0.023809523809523808
1,10.121,0.0,0.16,0.023809523809523808
1,10.121,0.0,0.195,0.023809523809523808
1,10.121,0.0,0.244,0.023809523809523808
1,10.121,0.0,0.252,0.023809523809523808
1,10.121,0.0,0.26,0.023809523809523808
1,10.121,0.0,0.263,0.023809523809523808
1,10.121,0.0,0.271,0.023809523809523808
1,10.121,0.0,0.274,0.023809523809523808
1,10.121,0.0,0.322,0.023809523809523808
1,10.121,0.0,0.349,0.023809523809523808
1,20.0,0.0,0.106,0.16666666666666666
1,20.0,0.0,0.128,0.16666666666666666
1,20.0,0.0,0.145,0.16666666666666666
1,20.0,0.0,0.186,0.16666666666666666
1,20.0,0.0,0.236,0.16666666666666666
1,20.0,0.0,0.316,0.16666666666666666
